Skills,Experience,Education,Certifications,Job_Role,Salary_Expectation,Projects_Count,AI_Score,Recruiter_Decision,Education_Ordinal,Certifications_Encoded,Job_Role_Encoded,Education_Encoded,ModelB_Hire_Prob,ModelB_Prediction,ModelB_Pred_Label,ModelB_Rank
"Pytorch, Python, TensorFlow, NLP",9,M.Tech,Google ML,AI Researcher,47919,4,99.5,Hire,3,2,0,2,0.5368,0,Reject,964
"SQL, Java",1,B.Tech,Google ML,Software Engineer,45989,7,55.2,Reject,2,2,3,1,0.5319,0,Reject,972
"SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,45975,10,87.7,Reject,4,2,2,4,0.5319,0,Reject,972
"React, SQL, Java",1,MBA,Deep Learning Specialization,Software Engineer,46437,9,75.0,Reject,3,1,3,3,0.5319,0,Reject,972
"Ethical Hacking, Networking",6,PhD,Google ML,Cybersecurity Analyst,45959,5,94.4,Hire,4,2,1,4,0.5319,0,Reject,972
"TensorFlow, NLP, Pytorch",5,B.Sc,AWS Certified,AI Researcher,88653,0,68.4,Reject,2,0,0,0,0.5237,1,Hire,976
"React, SQL, C++",1,MBA,,Software Engineer,88441,10,70.6,Reject,3,3,3,3,0.5237,1,Hire,976
"Pytorch, TensorFlow, NLP",6,MBA,Deep Learning Specialization,AI Researcher,88511,4,100.0,Hire,3,1,0,3,0.5237,1,Hire,976
"NLP, TensorFlow, Pytorch",9,PhD,,AI Researcher,88498,9,100.0,Hire,4,3,0,4,0.5237,1,Hire,976
"Ethical Hacking, Cybersecurity",3,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,76203,2,54.8,Reject,2,1,1,0,0.5219,0,Reject,980
"C++, Java",5,PhD,Google ML,Software Engineer,76165,8,100.0,Hire,4,2,3,4,0.5219,0,Reject,980
"Python, SQL",0,B.Tech,Google ML,Data Scientist,76195,10,58.9,Reject,2,2,2,1,0.5219,0,Reject,980
"Machine Learning, Python, Deep Learning, SQL",1,B.Sc,Google ML,Data Scientist,55166,4,62.3,Reject,2,2,2,0,0.5179,1,Hire,983
"Cybersecurity, Networking",3,MBA,,Cybersecurity Analyst,55213,9,83.3,Reject,3,3,1,3,0.5179,1,Hire,983
"Networking, Cybersecurity, Linux",2,PhD,Deep Learning Specialization,Cybersecurity Analyst,55337,6,67.6,Reject,4,1,1,4,0.5179,1,Hire,983
"Python, SQL, Deep Learning",3,MBA,AWS Certified,Data Scientist,55341,10,100.0,Hire,3,0,2,3,0.5179,1,Hire,983
"Linux, Ethical Hacking, Cybersecurity, Networking",10,M.Tech,,Cybersecurity Analyst,60343,8,100.0,Hire,3,3,1,2,0.5144,0,Reject,987
"Machine Learning, Deep Learning, SQL, Python",1,PhD,,Data Scientist,60495,7,61.9,Reject,4,3,2,4,0.5144,0,Reject,987
"Ethical Hacking, Networking, Linux",0,MBA,Google ML,Cybersecurity Analyst,60440,7,52.3,Reject,3,2,1,3,0.5144,0,Reject,987
"Cybersecurity, Ethical Hacking, Linux, Networking",1,MBA,Deep Learning Specialization,Cybersecurity Analyst,60494,0,42.1,Reject,3,1,1,3,0.5144,0,Reject,987
"Linux, Ethical Hacking",1,PhD,AWS Certified,Cybersecurity Analyst,60465,3,50.9,Hire,4,0,1,4,0.5144,0,Reject,987
"Python, Deep Learning, Machine Learning, SQL",9,B.Tech,Google ML,Data Scientist,64063,9,98.9,Hire,2,2,2,1,0.5105,0,Reject,992
"Networking, Linux",2,B.Sc,,Cybersecurity Analyst,64118,0,37.9,Reject,2,3,1,0,0.5105,0,Reject,992
"Java, C++, React",6,MBA,AWS Certified,Software Engineer,64025,10,96.2,Hire,3,0,3,3,0.5105,0,Reject,992
"Python, Machine Learning, Deep Learning",9,M.Tech,AWS Certified,Data Scientist,64058,1,99.0,Hire,3,0,2,2,0.5105,0,Reject,992
"NLP, Pytorch, TensorFlow",6,M.Tech,Deep Learning Specialization,AI Researcher,64149,0,82.4,Reject,3,1,0,2,0.5105,0,Reject,992
"SQL, Python, Deep Learning, Machine Learning",2,B.Tech,Google ML,Data Scientist,69741,10,97.8,Hire,2,2,2,1,0.5048,1,Hire,997
"Python, Deep Learning",8,PhD,,Data Scientist,69641,10,92.5,Reject,4,3,2,4,0.5048,1,Hire,997
"Ethical Hacking, Networking",8,B.Sc,,Cybersecurity Analyst,69766,1,99.0,Hire,2,3,1,0,0.5048,1,Hire,997
"Python, SQL, Machine Learning, Deep Learning",0,M.Tech,Deep Learning Specialization,Data Scientist,69800,6,62.3,Reject,3,1,2,2,0.5048,1,Hire,997
